epoch,train_loss,train_samples,train_batches,val_mpjpe_mm,val_pa_mpjpe_mm,val_selection_score,improved
1,0.028448779071713316,118784,58,191.67825118394816,121.29082985418744,152.47561821845636,True
2,0.016908362973481417,118784,58,170.29485449900298,108.221665472333,135.75563625592392,True
3,0.01510456294335168,118784,58,160.42159614905285,103.32197781655034,128.7442293798368,True
4,0.014081360916767654,118784,58,155.3618005358923,100.72368207876372,125.09441476085782,True
5,0.013427703657412323,118784,58,152.26318232801594,99.14555396311067,122.86666578082627,True
6,0.013018711887556931,118784,58,149.25357832751746,97.45277137337986,120.60337825040558,True
7,0.012579840977258724,118784,58,147.60011839481555,96.92767556704885,119.6099343258355,True
8,0.012305449598051351,118784,58,147.29325149551346,97.01824059072781,119.54134059388117,True
9,0.012015033641765857,118784,58,145.93408913883349,95.65279785643071,118.14822863149146,True
10,0.011771613940725038,118784,58,144.70056860667995,95.57115606306081,117.5976216797034,True
11,0.01163321275842087,118784,58,144.33325024925225,95.05675006231306,117.1317621084241,True
12,0.011422849388728881,118784,58,142.923419584995,94.54179648554337,116.24214746563537,True
13,0.011242767924378658,118784,58,142.59055801345963,94.29152542372881,115.95292676819247,True
14,0.011108002496947503,118784,58,141.20245902916253,94.08280782652044,115.25937626706481,True
15,0.01098711562246598,118784,58,142.7931408898305,93.85831723579263,115.76840638418128,False
16,0.010820690012569058,118784,58,140.86690709122632,92.90547653913261,114.39976893291393,True
17,0.010717983550295747,118784,58,142.40518600448655,93.21937235169491,115.2168479822487,False
18,0.010650996889533668,118784,58,139.8449853564307,93.04940568918245,114.0723138015018,True
19,0.010503577293250067,118784,58,140.02210244267198,93.06498551221335,114.1540841810617,False
20,0.010430942112901088,118784,58,138.54114297731806,92.23387104312064,113.04063833655795,True
21,0.010326524297225064,118784,58,140.46997756729812,92.8634183387338,114.21261878997679,False
22,0.01025090806571574,118784,58,141.31920722208375,93.61221258100699,115.0182753663655,False
23,0.010171896392672226,118784,58,137.71894005483549,91.70033571161515,112.37825873751656,True
24,0.010075909165858194,118784,58,139.7817843344965,92.42540970837487,113.66348880306083,False
25,0.010044720039927754,118784,58,141.88907807826521,93.29012337986042,115.05150846545216,False
26,0.009981922355705294,118784,58,138.99300458000997,92.18031764082751,113.19195780636676,False
27,0.009874514127471324,118784,58,139.41056985294117,91.8983082003988,113.18831880869514,False
28,0.009784325620095277,118784,58,137.826697251994,91.76929212362911,112.46447635832938,False
29,0.00974628881647669,118784,58,138.50135998255234,91.51026763459622,112.5801781831905,False
30,0.009667056018550849,118784,58,138.17552031405782,91.45631542871386,112.41451850347948,False
31,0.009621443291162622,118784,58,138.48423635343968,91.2973781779661,112.44219714167286,False
