split,seed,arm,train_detector,eval_detector,partition,relation,mpjpe_mm,pa_mpjpe_mm,samples,best_epoch,epochs_completed
split_c,42,bounded_reliability_dual_modulation,yolo11l_pose,yolo11l_pose,val,matched,122.32855139622929,83.6546591529881,19678,38,46
split_c,42,bounded_reliability_dual_modulation,yolo11l_pose,yolo11l_pose,test,matched,132.31746712986043,88.67757119267199,20060,38,46
split_c,42,detector_aware_observed,rtmpose_performance,rtmpose_performance,val,matched,111.27608560321171,76.22299292039334,19678,38,46
split_c,42,detector_aware_observed,rtmpose_performance,rtmpose_performance,test,matched,126.32241400797608,81.37669647308076,20060,38,46
split_c,42,detector_aware_observed,rtmpose_performance,yolo11l_pose,val,cross,125.57099536919402,85.43268736025003,19678,38,46
split_c,42,detector_aware_observed,rtmpose_performance,yolo11l_pose,test,cross,139.37817329262214,90.9360099389332,20060,38,46
split_c,42,detector_aware_observed,yolo11l_pose,rtmpose_performance,val,cross,123.36004198851509,82.67896334104076,19678,44,50
split_c,42,detector_aware_observed,yolo11l_pose,rtmpose_performance,test,cross,138.7197345463609,88.40169491525424,20060,44,50
split_c,42,detector_aware_observed,yolo11l_pose,yolo11l_pose,val,matched,123.41765312150625,83.84540397271064,19678,44,50
split_c,42,detector_aware_observed,yolo11l_pose,yolo11l_pose,test,matched,136.9762688497009,90.13963266450648,20060,44,50
split_c,42,detector_conditioned_virtual_view_no_confidence,rtmpose_performance,rtmpose_performance,val,matched,113.46660372624251,76.943634309254,19678,31,39
split_c,42,detector_conditioned_virtual_view_no_confidence,rtmpose_performance,rtmpose_performance,test,matched,126.61099825523429,82.27389472208375,20060,31,39
split_c,42,detector_conditioned_virtual_view_no_confidence,rtmpose_performance,yolo11l_pose,val,cross,127.19131056890944,85.98810140131111,19678,31,39
split_c,42,detector_conditioned_virtual_view_no_confidence,rtmpose_performance,yolo11l_pose,test,cross,139.8097333000997,91.42102053215353,20060,31,39
split_c,42,detector_conditioned_virtual_view_no_confidence,yolo11l_pose,rtmpose_performance,val,cross,124.1826357480435,82.308014502236,19678,40,48
split_c,42,detector_conditioned_virtual_view_no_confidence,yolo11l_pose,rtmpose_performance,test,cross,138.13677638958126,89.04761029411765,20060,40,48
split_c,42,detector_conditioned_virtual_view_no_confidence,yolo11l_pose,yolo11l_pose,val,matched,124.6742023134973,83.75628319061896,19678,40,48
split_c,42,detector_conditioned_virtual_view_no_confidence,yolo11l_pose,yolo11l_pose,test,matched,137.39137587238284,90.39491836989033,20060,40,48
