epoch,train_loss,train_samples,train_batches,val_mpjpe_mm,val_pa_mpjpe_mm,val_selection_score,improved
1,0.027262266564728885,118784,58,161.88750047642037,107.79946513873361,132.1036939831911,True
2,0.01594576852974193,118784,58,145.57407225073686,96.90812947835146,118.77420192266206,True
3,0.014127992222021366,118784,58,140.87296568502896,94.27364156672427,115.24151801079273,True
4,0.013140671212097695,118784,58,138.6949321577396,92.03954408158857,112.98415075675531,True
5,0.01262372187820488,118784,58,134.50654919199107,91.42407407701494,110.89245563685677,True
6,0.012073768318855557,118784,58,139.03830102144528,90.93442788266084,112.44273367880338,False
7,0.011696705401971423,118784,58,131.43482569366805,89.04018804311922,108.18031981455222,True
8,0.011378912078537818,118784,58,130.11220176084967,88.40967109525866,107.25286459184507,True
9,0.011109454364612185,118784,58,135.19619864188434,88.63476383842362,109.46726971326191,False
10,0.010870564166970294,118784,58,131.8422842133347,88.59017287707084,108.07372831066405,False
11,0.010709622071991706,118784,58,133.5658095334892,88.0471052698445,108.4439158848809,False
12,0.010495071476004246,118784,58,125.60997687773148,86.10492761586544,103.99825944162527,True
13,0.010286485647846913,118784,58,133.0532598269641,88.25174131644476,108.36134858684137,False
14,0.01016170590923264,118784,58,126.68731578412441,85.42525639356134,104.0302669066599,False
15,0.009995881901604348,118784,58,126.34442651692245,85.74228476915845,104.08198594093975,False
16,0.009918505277741572,118784,58,130.07333776933632,86.00959828234576,105.77124150157493,False
17,0.009789050396146446,118784,58,124.47431617796524,84.94001073533896,102.82436361305788,True
18,0.009650415997823765,118784,58,127.03646362689298,85.13080359411525,103.99382786642673,False
19,0.009618019283717048,118784,58,125.82167506225227,84.7584421689196,103.26881992818792,False
20,0.009465653995244667,118784,58,126.11305217120642,85.35677056865535,103.75260411136931,False
21,0.009365635907983986,118784,58,126.87046209599553,85.02802781024495,103.8631078843539,False
22,0.009282548494380096,118784,58,127.03526463563371,85.14856692753328,104.00418613202143,False
23,0.009191996177080376,118784,58,126.01568693464783,84.692594521801,103.30825464086762,False
24,0.009137494345035019,118784,58,123.99572809736762,84.25358268116679,102.21097949517478,True
25,0.009051050974762645,118784,58,124.42352738464275,83.34206386891452,101.83179054738521,True
26,0.008965962084716764,118784,58,123.8184290514788,83.33316354240776,101.5784494748315,True
27,0.008981874325023642,118784,58,125.5731019412542,84.40928757686248,102.95404835982893,False
28,0.008834705399028185,118784,58,125.03318426669377,83.7922588836518,102.35630388560415,False
29,0.008773377968062615,118784,58,123.64382495680455,83.64507556027036,101.69659326188247,False
30,0.00874634048548238,118784,58,128.74535093124302,84.97743554032422,104.59660491562872,False
31,0.00867942407534554,118784,58,125.35953221872141,83.81683899850087,102.50482783217556,False
32,0.008554692669161435,118784,58,125.21996010773452,84.99077411957516,103.16269357078012,False
33,0.008532070297876308,118784,58,126.17695046498628,82.9091077281736,102.28009766769863,False
34,0.008530165068805218,118784,58,125.46561118380933,84.43797880246976,102.92746289293935,False
