epoch,train_loss,train_samples,train_batches,val_mpjpe_mm,val_pa_mpjpe_mm,val_selection_score,improved
1,0.03004286881407787,118784,58,192.76133163010968,125.08122585368893,155.2766037028231,True
2,0.016791787399942505,118784,58,170.43488752492522,109.68190896061814,136.72462769092493,True
3,0.014876175623644015,118784,58,159.89268133100697,104.63315755857428,129.3447954815738,True
4,0.013795996614699733,118784,58,154.5126215104686,102.38466553464606,125.77648060838197,True
5,0.013043672006962628,118784,58,150.6419055333998,100.34114141949152,122.94543808872517,True
6,0.012463221679730662,118784,58,150.94533275174476,99.2387041999003,122.39125470108524,True
7,0.012082406528422544,118784,58,145.6140601632602,97.40753910144566,119.09621009533859,True
8,0.011655878484377572,118784,58,143.79610231804585,96.46843687686939,117.77854312058822,True
9,0.011350045687165754,118784,58,142.58782169117646,95.42496650672982,116.646637796158,True
10,0.011167699711975353,118784,58,142.97850510967098,94.88003878988036,116.47234054025311,True
11,0.01092459409144418,118784,58,140.3084216101695,93.38582611540379,114.46754065242274,True
12,0.010699773046734005,118784,58,142.12086786515454,95.21779661016949,116.32899849326073,False
13,0.010520803581537872,118784,58,139.60415783898304,93.5880873005982,114.30348249883394,True
14,0.010369101635597903,118784,58,139.6894753240279,93.64330212487538,114.37212834180043,False
15,0.01028071404916459,118784,58,138.98800006231306,93.4204456941675,113.94876441612811,True
16,0.010090416297316551,118784,58,138.10884222333002,91.7344201769691,112.55813858921836,True
17,0.009982873428741405,118784,58,138.58069307701894,92.37837113659023,113.14529905141775,False
18,0.00988153870827679,118784,58,136.35887805334,92.51174834870389,112.31561873391514,True
19,0.009811601970858615,118784,58,138.12280268569293,92.84859406156531,113.24534443944962,False
20,0.009671653990216297,118784,58,136.62920924725822,91.05298090104687,111.53697494604978,True
21,0.009643234264362475,118784,58,137.18984219217347,91.47412450149551,112.02375062917416,False
22,0.009499519180249551,118784,58,137.5017369765703,92.43071644441675,112.73590404612074,False
23,0.009424099136657756,118784,58,139.16910362662014,92.39287917497508,113.39415406564794,False
24,0.009323977078471718,118784,58,136.58576146560318,91.295827361665,111.6678561575589,False
25,0.009310887741117642,118784,58,136.09996261216352,91.16292139207378,111.38792660372508,True
26,0.009240513571120542,118784,58,135.48820647432703,91.39731820164506,111.28009129985585,True
27,0.00912823176396818,118784,58,135.2880031779661,90.57557250124626,110.69683076039125,True
28,0.009050089544777212,118784,58,136.61036889332004,90.83079511465603,111.39312558451141,False
29,0.009021363783113915,118784,58,135.95638786764707,90.55172840852443,110.95533294797137,False
30,0.00894263703054909,118784,58,135.15542201520438,91.14929975697906,110.99244152213642,False
31,0.00894246187767592,118784,58,135.95898009097706,90.08486805209373,110.66999043097866,True
32,0.008855725140792543,118784,58,135.8695920052343,90.3906172108674,110.82119057987902,False
33,0.008794540282467315,118784,58,134.98384533898306,89.93111446909272,110.17825396446612,True
34,0.00875966872313413,118784,58,134.25935319042873,90.29202392821536,110.10244652530164,True
35,0.008706361665551004,118784,58,133.4911733549352,89.51831225074775,109.31561891653813,True
36,0.008628138276780474,118784,58,137.81209808075772,91.12474373753739,112.06289359793193,False
37,0.008638753957147229,118784,58,135.59473532527417,89.89779100199402,110.40682577287599,False
38,0.00853530219595494,118784,58,134.03197049476572,89.4731438497009,109.50918580894043,False
39,0.00853184385803239,118784,58,136.4489936440678,90.33780922856431,111.02478622923523,False
40,0.008480961884147134,118784,58,134.08748052716848,89.78526529785643,109.72274154546531,False
41,0.00841294802275711,118784,58,135.3597348579262,89.90096117896312,110.31305574888752,False
42,0.008376396036353605,118784,58,135.50212098080758,89.6984491836989,110.246678467337,False
43,0.008347433678613141,118784,58,135.68509705259223,90.50641902417746,110.81684099981419,False
