epoch,train_loss,train_samples,train_batches,val_mpjpe_mm,val_pa_mpjpe_mm,val_selection_score,improved
1,0.031056036241352558,118784,58,190.735749002991,126.27893429087737,155.19635019957778,True
2,0.015594828360039613,118784,58,162.4095650548355,106.89513101321037,131.76035721845608,True
3,0.013232762925326824,118784,58,152.09158306331008,100.73138630982054,123.77558728611409,True
4,0.012068450065522358,118784,58,144.40277760468595,96.8849506168993,118.28125792860462,True
5,0.01130505786116781,118784,58,140.46512026420737,94.48738861540379,115.20495824969336,True
6,0.01067163681226044,118784,58,138.5171166188933,92.48059259720837,113.1819112304253,True
7,0.010337129636699784,118784,58,136.13078888334994,91.43706926096709,111.5679182008742,True
8,0.00991618305701634,118784,58,133.22402402168495,89.09483502617148,108.9475673970499,True
9,0.009604717781446103,118784,58,132.30084512088735,88.49886512337986,108.20570524728619,True
10,0.00937540472709927,118784,58,131.64843827891326,87.69909568170489,107.4497509767679,True
11,0.009197200455799186,118784,58,130.70210540254237,87.41390126495513,106.88863801536438,True
12,0.008967806842049649,118784,58,129.9477107739282,86.9286203888335,106.28346635420174,True
13,0.008786383759358833,118784,58,128.7117732739282,86.17931907402792,105.31995526754557,True
14,0.008639639950004118,118784,58,128.68818778040878,86.37635842472582,105.43062663547538,False
15,0.008514332456578469,118784,58,127.05907511839482,84.81617413384845,103.81071544174766,True
16,0.008354422885218057,118784,58,127.5540550224327,84.23692126744766,103.65693845695208,True
17,0.008250581341442364,118784,58,126.92309010468594,84.72154707751744,103.69725432010308,False
18,0.008158052388321737,118784,58,128.2052670114656,84.63848298853439,104.16861000795988,False
19,0.008077183666093082,118784,58,128.5316262151047,85.47859624252243,104.81747460054429,False
20,0.007980021343020529,118784,58,126.51075445538385,83.85990855558325,103.0008752386422,True
21,0.007913663324996316,118784,58,124.82997569790628,83.86706053713858,102.31873302922511,True
22,0.007810978941490938,118784,58,126.22293977442672,83.66943933823529,102.76673879495313,False
23,0.007733860310038616,118784,58,128.7923853439681,83.370046111665,103.6215571440516,False
24,0.00767365313167202,118784,58,124.33940054835493,81.98606679960119,100.96582787844507,True
25,0.007605748499968442,118784,58,125.4174733611665,82.54861275548355,101.74988177517508,False
26,0.007532823284895256,118784,58,125.25263194790628,82.6805217161017,101.76420272260653,False
27,0.007449697719180378,118784,58,124.12014659147557,81.88061908025922,100.81187649896488,True
28,0.0074209025739852726,118784,58,125.64655642447657,83.01889176221336,102.13245257066167,False
29,0.007353175262888444,118784,58,124.34412387836491,82.16674819292123,101.07894101138483,False
30,0.007285422605366029,118784,58,125.47211957876371,82.68417637711865,101.85557847099696,False
31,0.007282192834877762,118784,58,123.85763257103689,81.9214364718345,100.73030913394447,True
32,0.007186691750419037,118784,58,124.47216942921236,81.67956443170489,100.8307124979658,False
33,0.007124982131966229,118784,58,123.34118348080757,81.59931377741775,100.32226040380307,True
34,0.007107398978530847,118784,58,124.91903352442672,82.12155486665004,101.2844769225033,False
35,0.007115932317964476,118784,58,123.92288525049851,81.19994547607179,100.31217037617111,True
36,0.006991717370291208,118784,58,125.55465556455633,81.13785674227319,100.93183668457849,False
37,0.006983838268908961,118784,58,124.54921563434696,80.839272027667,100.34175563292446,False
38,0.006931409809802626,118784,58,122.74588344341974,80.85464310194416,99.6221591717954,True
39,0.006916435025953527,118784,58,124.54751682452643,81.1474194603689,100.53213212951965,False
40,0.0068511293783527,118784,58,122.86202642073779,81.04136340977068,99.78429802541008,False
41,0.006854730361173379,118784,58,123.99797716226321,81.49481399551345,100.52458447891523,False
42,0.0067844016413236485,118784,58,124.72263833499501,81.10338671485543,100.5754859246534,False
43,0.006795676794416946,118784,58,123.77578826021934,80.63584091475573,99.90377756246025,False
44,0.006738503953313519,118784,58,125.03110200648055,80.92411982801595,100.5884281664711,False
45,0.006709291936893915,118784,58,121.51932405907279,79.97649940802592,98.583417209357,True
46,0.006663918406863151,118784,58,124.4191394566301,80.77820678589232,100.25145871831712,False
47,0.00664698489909542,118784,58,122.86521451271186,80.78877975448654,99.62996915966211,False
48,0.00663830974974252,118784,58,122.84294148803589,81.32768491400797,99.9526489856517,False
49,0.00659405454543644,118784,58,121.51351648180459,80.27909396809571,98.76737825839328,False
50,0.006543195461212048,118784,58,121.24203015952143,79.83908353065803,98.38624178884257,True
