detector_id,samples,detected_samples,detection_success_rate,common12_mean_nme,common12_median_nme,common12_pck_0_05_pct,common12_pck_0_10_pct,full15_mean_nme,confidence_error_correlation,confidence_calibration_ece
rtmpose_performance,160728,160728,1.0,0.3109484612941742,0.10166339576244354,18.62402292914901,49.102982075195825,0.3165936768054962,0.434734215483015,0.28464770501971576
yolo11l_pose,160728,159373,0.9915696082823154,0.2675004303455353,0.11568433046340942,15.2374632934267,42.60702423679609,0.2669423222541809,0.2967473075602845,0.47012727228960527
