epoch,train_loss,train_samples,train_batches,val_mpjpe_mm,val_pa_mpjpe_mm,val_selection_score,improved
1,0.026855821785484922,118784,58,181.08609639830507,119.19671376495513,146.9178940742136,True
2,0.014374032054610294,118784,58,154.54187905034894,102.60812640204387,125.9255838184107,True
3,0.01225315496839326,118784,58,144.1742989780658,96.78401747881355,118.12606770856638,True
4,0.011321438187412146,118784,58,139.11254361914257,93.28300021809571,113.9159138872367,True
5,0.010634974255387125,118784,58,135.47726663758723,91.22480137711864,111.17052999841657,True
6,0.010083612247273839,118784,58,132.36916827642074,88.72335026171486,108.3708267055334,True
7,0.009738857183476975,118784,58,132.60076800847457,88.86441924227319,108.55178598324622,False
8,0.009411048979080957,118784,58,129.38240668619142,86.74464497133599,105.93975143226777,True
9,0.0091105781431342,118784,58,128.0976227567298,85.70980028664007,104.78178116291339,True
10,0.00890642288943817,118784,58,129.41415363285145,85.93336319167497,105.45612104697881,False
11,0.008739882598406282,118784,58,127.70121354685942,85.23333826645064,104.32833139313462,True
12,0.008512948013456732,118784,58,127.3503466164008,85.17260406281156,104.1477827398189,True
13,0.00838610874328377,118784,58,125.79930520937188,84.2476718282652,102.94803825961394,True
14,0.008214228296780894,118784,58,125.54344933948155,83.41559851694915,102.3341681284171,True
15,0.00813229353135002,118784,58,124.65341553464606,83.0439104561316,101.7433392301929,True
16,0.007966851976154179,118784,58,127.30202439556331,84.8937772619641,103.95744179246655,False
17,0.007892533076991295,118784,58,124.15054212362911,82.52635920363909,101.2210068840512,True
18,0.007744207199470237,118784,58,125.37296392073779,82.88969419865404,101.94178064056386,False
19,0.007707308881498617,118784,58,125.17028835368893,83.042663416002,101.9532938430108,False
20,0.007636402902225482,118784,58,123.04293915129611,81.11614687188435,99.90379934589508,True
21,0.007513572092585522,118784,58,123.64485761465603,82.4909225448654,100.99296199518807,False
22,0.007430534906171519,118784,58,122.77041297981057,82.01645454262213,100.34537356220056,False
23,0.007383257552082169,118784,58,124.40136231929212,81.1011746011964,100.44449515072294,False
24,0.007297633657360385,118784,58,122.10194338858425,81.6511239718345,99.84869011070306,True
25,0.007239891970851298,118784,58,123.32090213733798,80.55663945663011,99.67104620171247,True
26,0.007156635610515188,118784,58,122.36295332751745,80.81154972582253,99.44013217723104,True
27,0.007107269797666833,118784,58,122.2106555333998,80.73306876246261,99.32996152563233,True
28,0.007020266228837186,118784,58,126.3192414942672,82.36435770812562,102.0009960336316,False
29,0.007011030993328012,118784,58,123.09346102318045,80.89771544740778,99.78967773918218,False
30,0.0069022288481737,118784,58,123.98357583499501,81.5026335057328,100.52356908710428,False
31,0.006921974661085626,118784,58,121.87651576520439,80.7424048167996,99.19981337469942,True
32,0.006876959939134018,118784,58,121.71289101445663,80.61060801969093,99.05225968401592,True
33,0.00680153189901391,118784,58,122.96638210368893,80.84705960244267,99.70692264348388,False
34,0.00679952227349939,118784,58,121.15304710867397,81.26276405159521,99.22313984814214,False
35,0.006739981038945502,118784,58,121.03104981929212,79.99767416500498,98.39818335361794,True
36,0.006661340586263044,118784,58,123.64646451271186,80.14890640578265,99.54963039426751,False
37,0.006642527404594524,118784,58,121.6095237724327,80.23201255608176,98.77741056663179,False
38,0.006576950003489338,118784,58,121.16212690054836,79.77228938185443,98.312665762004,True
39,0.006612269456723127,118784,58,121.7910557390329,80.11110029287138,98.77659379166884,False
40,0.006514648569683577,118784,58,119.87497507477568,79.53408602318046,97.64295458262119,True
41,0.006511080953902726,118784,58,120.90374034147557,80.55605527168494,98.68904898468396,False
42,0.006445932996876794,118784,58,120.54329355682951,80.03186612038883,98.22069400921025,False
43,0.006427438905591081,118784,58,120.65020407527417,80.25967877617148,98.40399698874555,False
44,0.006374550196502743,118784,58,121.77476554710867,79.45757259471586,98.36629134853001,False
45,0.00633640226843799,118784,58,119.92490263584247,79.70543214107677,97.76843145446479,False
46,0.006288327637995626,118784,58,121.89553994267199,81.50862023305085,99.67716525508705,False
47,0.006290830318526975,118784,58,120.41928511340977,79.84561861291127,98.05586322502464,False
48,0.00624568236927534,118784,58,120.56378598579262,80.230678277667,98.35097521307873,False
