split,seed,detector,arm,checkpoint,sha256,report
split_b,2026,rtmpose_performance,bounded_reliability_dual_modulation,D:\Research\vv_pose_project\outputs\phase9c_r1d_locked_full_confirmation\split_b\seed2026\bounded_reliability_dual_modulation\train_rtmpose_performance\best.pt,2cdb0506c507189d67cc40957d9ef2da623785220bfd8b8a8d4b6765eefbf8d7,D:\Research\vv_pose_project\outputs\phase9c_r1d_locked_full_confirmation\split_b\seed2026\bounded_reliability_dual_modulation\train_rtmpose_performance\phase9c_r1d_run_report.json
split_b,2026,yolo11l_pose,detector_aware_observed,D:\Research\vv_pose_project\outputs\phase9c_r1d_locked_full_confirmation\split_b\seed2026\detector_aware_observed\train_yolo11l_pose\best.pt,43aba12abd0580f378b546796e3d3d3ccb8dcaaea9b7ccdf6f84cebe2c21320e,D:\Research\vv_pose_project\outputs\phase9c_r1d_locked_full_confirmation\split_b\seed2026\detector_aware_observed\train_yolo11l_pose\phase9c_r1d_run_report.json
split_b,2026,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,D:\Research\vv_pose_project\outputs\phase9c_r1d_locked_full_confirmation\split_b\seed2026\detector_conditioned_virtual_view_no_confidence\train_yolo11l_pose\best.pt,7c039925d879ddc414cb68a7980c16c28ef9a38551cf208f321f3b7df81cb8ea,D:\Research\vv_pose_project\outputs\phase9c_r1d_locked_full_confirmation\split_b\seed2026\detector_conditioned_virtual_view_no_confidence\train_yolo11l_pose\phase9c_r1d_run_report.json
split_b,2026,yolo11l_pose,bounded_reliability_observed_modulation,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed2026\bounded_reliability_observed_modulation\train_yolo11l_pose\best.pt,9f4525b390845b804be542caf9a1d8942ea426b7e02807602861bb9ca8750572,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed2026\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json
split_b,2026,yolo11l_pose,bounded_reliability_dual_modulation,D:\Research\vv_pose_project\outputs\phase9c_r1d_locked_full_confirmation\split_b\seed2026\bounded_reliability_dual_modulation\train_yolo11l_pose\best.pt,a5e484290af1b4cf228963e259e6ab675d398b04f3f91eabed7bc950be8e3673,D:\Research\vv_pose_project\outputs\phase9c_r1d_locked_full_confirmation\split_b\seed2026\bounded_reliability_dual_modulation\train_yolo11l_pose\phase9c_r1d_run_report.json
split_c,42,rtmpose_performance,detector_aware_observed,D:\Research\vv_pose_project\outputs\phase9c_r1d_locked_full_confirmation\split_c\seed42\detector_aware_observed\train_rtmpose_performance\best.pt,1a217fead18135a15bf6f67226df3258834b1dda5cf5b6b5d25e25dba5527d7b,D:\Research\vv_pose_project\outputs\phase9c_r1d_locked_full_confirmation\split_c\seed42\detector_aware_observed\train_rtmpose_performance\phase9c_r1d_run_report.json
split_c,42,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,D:\Research\vv_pose_project\outputs\phase9c_r1d_locked_full_confirmation\split_c\seed42\detector_conditioned_virtual_view_no_confidence\train_rtmpose_performance\best.pt,9122bbd4d52b102ab0b1649d149e8c2224ce9c6e227dbc0a0560ff4355dfe34b,D:\Research\vv_pose_project\outputs\phase9c_r1d_locked_full_confirmation\split_c\seed42\detector_conditioned_virtual_view_no_confidence\train_rtmpose_performance\phase9c_r1d_run_report.json
split_c,42,rtmpose_performance,bounded_reliability_observed_modulation,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_c\seed42\bounded_reliability_observed_modulation\train_rtmpose_performance\best.pt,82c94bda278391d330b2d3a28c6ad46a9b7b9f9c14bfef5a134020e6dd26fd31,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_c\seed42\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json
split_c,42,rtmpose_performance,bounded_reliability_dual_modulation,D:\Research\vv_pose_project\outputs\phase9c_r1d_locked_full_confirmation\split_c\seed42\bounded_reliability_dual_modulation\train_rtmpose_performance\best.pt,18e4ff861fc6b7d9535a71757bc34393efd827fe05e6c22a497e1f301fd72874,D:\Research\vv_pose_project\outputs\phase9c_r1d_locked_full_confirmation\split_c\seed42\bounded_reliability_dual_modulation\train_rtmpose_performance\phase9c_r1d_run_report.json
split_c,42,yolo11l_pose,detector_aware_observed,D:\Research\vv_pose_project\outputs\phase9c_r1d_locked_full_confirmation\split_c\seed42\detector_aware_observed\train_yolo11l_pose\best.pt,07bec731b25529c035848742757dbf1eb0abcbd9117e802a436e7d7ca3ceb37c,D:\Research\vv_pose_project\outputs\phase9c_r1d_locked_full_confirmation\split_c\seed42\detector_aware_observed\train_yolo11l_pose\phase9c_r1d_run_report.json
split_c,42,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,D:\Research\vv_pose_project\outputs\phase9c_r1d_locked_full_confirmation\split_c\seed42\detector_conditioned_virtual_view_no_confidence\train_yolo11l_pose\best.pt,96888cbe544b90a7980b0151f26527659605b065f722b505e71b07a7fc1dcdd8,D:\Research\vv_pose_project\outputs\phase9c_r1d_locked_full_confirmation\split_c\seed42\detector_conditioned_virtual_view_no_confidence\train_yolo11l_pose\phase9c_r1d_run_report.json
split_c,42,yolo11l_pose,bounded_reliability_observed_modulation,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_c\seed42\bounded_reliability_observed_modulation\train_yolo11l_pose\best.pt,3be5b45b7fbc41d06097a281fe0fcd08d45cb5d56b8e455aef797a45688a9314,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_c\seed42\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json
split_c,42,yolo11l_pose,bounded_reliability_dual_modulation,D:\Research\vv_pose_project\outputs\phase9c_r1d_locked_full_confirmation\split_c\seed42\bounded_reliability_dual_modulation\train_yolo11l_pose\best.pt,e449b07aa9497aa2e73385642024f9bed2bbf1fbcc0efb7a2a4eb66db10ccbb9,D:\Research\vv_pose_project\outputs\phase9c_r1d_locked_full_confirmation\split_c\seed42\bounded_reliability_dual_modulation\train_yolo11l_pose\phase9c_r1d_run_report.json
split_c,123,rtmpose_performance,detector_aware_observed,D:\Research\vv_pose_project\outputs\phase9c_r1d_locked_full_confirmation\split_c\seed123\detector_aware_observed\train_rtmpose_performance\best.pt,02e86223591e7b3d5128ff4624d2e77bf4cf357c9b2ab295199c65890f6a572b,D:\Research\vv_pose_project\outputs\phase9c_r1d_locked_full_confirmation\split_c\seed123\detector_aware_observed\train_rtmpose_performance\phase9c_r1d_run_report.json
