subject,split,seed,detector,arm,valid_frames,detector_success_rate,MPJPE_mm,PA_MPJPE_mm,3DPCK_at_150mm_pct,AUC_0_to_150mm_pct
TS2,split_a,123,yolo11l_pose,detector_aware_observed,540,1.0,130.6430206298828,86.97624206542969,69.82804232804233,33.36149513568868
TS3,split_a,123,yolo11l_pose,detector_aware_observed,506,1.0,132.62484741210938,84.35449981689453,68.57707509881423,32.00306005355094
TS4,split_a,123,yolo11l_pose,detector_aware_observed,558,1.0,152.57638549804688,95.86454772949219,61.89196108550947,28.042052755892517
TS5,split_a,123,yolo11l_pose,detector_aware_observed,276,1.0,147.6263885498047,94.34282684326172,65.1656314699793,30.0156949175182
TS6,split_a,123,yolo11l_pose,detector_aware_observed,392,1.0,137.64720153808594,118.1440658569336,71.35568513119533,35.29107495532775
TS1,split_a,123,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,603,1.0,104.73119354248047,61.310726165771484,78.85572139303483,40.514783990951535
TS2,split_a,123,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,540,1.0,132.9125213623047,86.8607177734375,67.51322751322752,31.46398702850316
TS3,split_a,123,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,506,1.0,134.2757568359375,80.69109344482422,66.86900056465274,30.818655397898038
TS4,split_a,123,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,558,1.0,152.9190673828125,93.4559097290039,60.85509472606246,28.08251986191632
TS5,split_a,123,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,276,1.0,137.56764221191406,93.12889862060547,69.35817805383023,32.1679022240032
TS6,split_a,123,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,392,1.0,131.02175903320312,109.2245101928711,71.99344023323616,37.50176337816232
TS1,split_a,123,yolo11l_pose,bounded_reliability_observed_modulation,603,1.0,102.99388122558594,63.88117599487305,79.4835347074153,41.51477634867139
TS2,split_a,123,yolo11l_pose,bounded_reliability_observed_modulation,540,1.0,134.83399963378906,88.32281494140625,68.71693121693121,31.905615292712064
TS3,split_a,123,yolo11l_pose,bounded_reliability_observed_modulation,506,1.0,128.2834930419922,78.8559341430664,69.77696216826652,32.99302380648804
TS4,split_a,123,yolo11l_pose,bounded_reliability_observed_modulation,558,1.0,148.48983764648438,91.3659896850586,62.762416794674856,29.265150388979734
TS5,split_a,123,yolo11l_pose,bounded_reliability_observed_modulation,276,1.0,147.62159729003906,93.28704071044922,66.6407867494824,29.302744940893604
TS6,split_a,123,yolo11l_pose,bounded_reliability_observed_modulation,392,1.0,126.45257568359375,106.34432220458984,75.3097667638484,38.12717483306687
TS1,split_a,123,yolo11l_pose,bounded_reliability_dual_modulation,603,1.0,105.16272735595703,65.20145416259766,78.65434731106373,40.51707667499675
TS2,split_a,123,yolo11l_pose,bounded_reliability_dual_modulation,540,1.0,133.52813720703125,88.50725555419922,68.86243386243386,31.05308073050008
TS3,split_a,123,yolo11l_pose,bounded_reliability_dual_modulation,506,1.0,129.7578125,81.49017333984375,68.47826086956522,32.150598349756834
TS4,split_a,123,yolo11l_pose,bounded_reliability_dual_modulation,558,1.0,151.277587890625,94.27572631835938,61.840757808499745,28.121335249326922
TS5,split_a,123,yolo11l_pose,bounded_reliability_dual_modulation,276,1.0,140.4834442138672,89.32357788085938,65.83850931677019,29.872937954985645
TS6,split_a,123,yolo11l_pose,bounded_reliability_dual_modulation,392,1.0,128.3328399658203,108.50788116455078,73.28717201166181,37.225500799398105
TS1,split_a,2026,rtmpose_performance,detector_aware_observed,603,1.0,95.87715911865234,59.88673400878906,83.54655294953803,43.364208145142186
TS2,split_a,2026,rtmpose_performance,detector_aware_observed,540,1.0,129.42930603027344,82.49970245361328,68.32010582010582,32.36815156169995
TS3,split_a,2026,rtmpose_performance,detector_aware_observed,506,1.0,122.07604217529297,74.55766296386719,71.49915302089215,32.845485510282145
TS4,split_a,2026,rtmpose_performance,detector_aware_observed,558,1.0,142.0316162109375,86.8300552368164,63.55606758832565,29.242026328394694
TS5,split_a,2026,rtmpose_performance,detector_aware_observed,276,1.0,120.34378051757812,79.00628662109375,72.851966873706,35.938021772523875
TS6,split_a,2026,rtmpose_performance,detector_aware_observed,392,1.0,129.46864318847656,107.97444152832031,73.76093294460642,37.612856202388784
TS1,split_a,2026,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,603,1.0,92.993896484375,60.92363739013672,84.28097607202085,44.700842943500625
TS2,split_a,2026,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,540,1.0,123.38066101074219,80.55175018310547,71.01851851851852,33.30602491892814
TS3,split_a,2026,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,506,1.0,124.41736602783203,76.60064697265625,69.91812535290796,32.181563177355606
TS4,split_a,2026,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,558,1.0,143.36111450195312,88.14993286132812,63.96569380440348,28.676725633021157
TS5,split_a,2026,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,276,1.0,115.3291244506836,73.38655853271484,73.8871635610766,35.91882054364522
TS6,split_a,2026,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,392,1.0,130.98876953125,110.20034790039062,74.03425655976676,38.72437223737422
TS1,split_a,2026,rtmpose_performance,bounded_reliability_observed_modulation,603,1.0,93.13490295410156,61.14546585083008,83.42809760720209,45.49793276321925
TS2,split_a,2026,rtmpose_performance,bounded_reliability_observed_modulation,540,1.0,118.33812713623047,76.62293243408203,73.32010582010582,35.56835637480799
TS3,split_a,2026,rtmpose_performance,bounded_reliability_observed_modulation,506,1.0,120.49633026123047,74.62586975097656,71.485036702428,34.4770587056702
TS4,split_a,2026,rtmpose_performance,bounded_reliability_observed_modulation,558,1.0,135.368896484375,84.60171508789062,67.0378904249872,31.034553953388507
TS5,split_a,2026,rtmpose_performance,bounded_reliability_observed_modulation,276,1.0,118.78471374511719,76.0079345703125,74.0424430641822,36.837140185667536
TS6,split_a,2026,rtmpose_performance,bounded_reliability_observed_modulation,392,1.0,131.47238159179688,106.8598403930664,72.75874635568513,36.84108436001129
TS1,split_a,2026,rtmpose_performance,bounded_reliability_dual_modulation,603,1.0,93.91080474853516,58.854915618896484,83.62947168917319,44.12728981819016
TS2,split_a,2026,rtmpose_performance,bounded_reliability_dual_modulation,540,1.0,120.63388061523438,76.29190826416016,71.87830687830687,33.869687660010236
TS3,split_a,2026,rtmpose_performance,bounded_reliability_dual_modulation,506,1.0,120.68575286865234,72.65626525878906,71.38622247317899,33.48800568295659
TS4,split_a,2026,rtmpose_performance,bounded_reliability_dual_modulation,558,1.0,138.60791015625,82.98369598388672,64.34971838197644,29.249046132500865
TS5,split_a,2026,rtmpose_performance,bounded_reliability_dual_modulation,276,1.0,116.65641784667969,80.14111328125,77.89855072463769,38.076036866359445
TS6,split_a,2026,rtmpose_performance,bounded_reliability_dual_modulation,392,1.0,127.59867095947266,104.93902587890625,73.65160349854227,38.65207373271889
TS1,split_a,2026,yolo11l_pose,detector_aware_observed,603,1.0,101.1475830078125,65.97911071777344,80.72731580194267,43.284728431574855
TS2,split_a,2026,yolo11l_pose,detector_aware_observed,540,1.0,130.48770141601562,85.22298431396484,69.32539682539682,32.9868578255675
TS3,split_a,2026,yolo11l_pose,detector_aware_observed,506,1.0,128.8113555908203,82.13932800292969,69.39582156973462,33.20294712300323
TS4,split_a,2026,yolo11l_pose,detector_aware_observed,558,1.0,154.9010772705078,94.49530792236328,60.93189964157706,28.344317262111225
TS5,split_a,2026,yolo11l_pose,detector_aware_observed,276,1.0,138.2672576904297,87.46813201904297,69.56521739130434,31.42907233019435
TS6,split_a,2026,yolo11l_pose,detector_aware_observed,392,1.0,138.10272216796875,121.14781951904297,71.22813411078717,35.89473807956362
