epoch,train_loss,train_samples,train_batches,val_mpjpe_mm,val_pa_mpjpe_mm,val_selection_score,improved
1,0.029097248478953182,118784,58,186.40291858410455,124.23311330468829,152.1756054851882,True
2,0.016377649350284504,118784,58,168.7372734033357,111.68997571951591,137.28168839796473,True
3,0.01433876391243318,118784,58,161.7817108207058,107.39710946239703,131.81383882591842,True
4,0.013287285053781394,118784,58,155.63426567426015,104.10483829960337,127.28817722748788,True
5,0.012661994852382561,118784,58,154.68565353910301,103.59169537526695,126.58652811554175,True
6,0.012114232068817163,118784,58,150.86808610037627,101.69589289573375,123.86551063733683,True
7,0.011706768005187142,118784,58,150.71417992982813,100.4776140451795,123.05852754736264,True
8,0.011366170686509075,118784,58,148.16593994711684,99.33698983969795,121.31924196563396,True
9,0.011054984149362507,118784,58,146.84092151428862,99.32942721575307,120.77095936460735,True
10,0.01079721312070715,118784,58,145.10008231211228,97.58020743287908,118.9911598840172,True
11,0.010586293526636115,118784,58,146.0512559747788,98.10606741965829,119.70177260754086,False
12,0.010430445155963815,118784,58,142.88314858130784,97.09234012699584,117.78310261014703,True
13,0.010248372812980208,118784,58,145.29613212524154,97.65070664471676,119.1145246171682,False
14,0.010074182782836002,118784,58,144.23880046781247,96.82640963464863,118.17836172204605,False
15,0.00993225450531162,118784,58,142.92312398301638,96.24025046399878,117.28152987245113,True
16,0.00981033570936014,118784,58,140.628701661497,95.15971648403335,115.68140464061527,True
17,0.009651027427151286,118784,58,140.86820448362656,95.96215152420422,116.26700298709154,False
18,0.009556778160662487,118784,58,141.55597700345774,96.49943271382081,116.87630845506858,False
19,0.009478475786103257,118784,58,140.24059766856504,94.91725249160989,115.37440018687623,True
20,0.00940821534986126,118784,58,141.97050509127428,95.45720008517237,116.41351687278738,False
21,0.009300499592490238,118784,58,142.2416051179701,95.2313605969694,116.38668991289828,False
22,0.009136132269712358,118784,58,139.8065848100783,94.35158633555375,114.8519614851528,True
23,0.009068642967733843,118784,58,140.10933924666938,94.48604468054002,115.05814742216972,False
24,0.009004757530858805,118784,58,139.81271054739145,94.79809379131495,115.12592430764491,False
25,0.008894644260149577,118784,58,139.32242194650667,93.2715731624377,113.9948308992632,True
26,0.00882474450266053,118784,58,138.48459110902064,93.24812414192006,113.63726652589368,True
27,0.00876199221238494,118784,58,138.34155236194448,92.69177013945388,113.23923071210163,True
28,0.008693377134101144,118784,58,140.13869273110953,94.22905490440354,114.91360481505686,False
29,0.008647471216732058,118784,58,140.652177298383,93.81352333977424,114.86982335570956,False
30,0.0085662470102824,118784,58,139.01333519780331,93.70025281577341,114.12968348680383,False
31,0.008523252937171993,118784,58,137.84202112783484,93.17734446506661,113.33028493915144,False
32,0.008433634158352325,118784,58,138.62129913302147,93.0807000343232,113.5912301322992,False
33,0.008401942005830592,118784,58,139.76624869698972,93.57105775831384,114.35941469546302,False
34,0.008347138826703203,118784,58,137.91489277178889,92.91307809163023,113.19936926548677,True
35,0.008268147064694044,118784,58,141.00118224346588,93.30109826286484,114.69771209434704,False
36,0.008267128165682843,118784,58,138.72073232355334,92.90596953498424,113.52525767917354,False
37,0.008214730568679756,118784,58,138.34231668870132,92.38113129894234,113.04963388803512,True
38,0.00819162888741442,118784,58,138.2461497635513,92.70178703091631,113.20629458305264,False
39,0.008100654472243684,118784,58,137.94881712091936,92.1183522640598,112.72806984045816,True
40,0.00806621980757035,118784,58,139.7241511364792,92.78636153450117,113.86173897517394,False
41,0.00808387834996242,118784,58,139.9520682904505,93.50958745423574,114.39781540399736,False
42,0.008035733228035528,118784,58,136.6881149572867,92.05918526899217,112.1757393509049,True
43,0.007959251364307671,118784,58,140.00450650869521,92.60509969617614,113.86453039973274,False
44,0.007888692262550366,118784,58,139.25468289179295,93.18373000991559,113.91343543763942,False
45,0.007871134977402359,118784,58,138.44716134445235,92.89262798103326,113.40511740569868,False
46,0.00783473879484267,118784,58,139.2537223189769,92.65463990834435,113.58918741394966,False
47,0.007759906785113031,118784,58,138.04699735584256,92.18945292637038,112.81168895271104,False
48,0.007761090777107868,118784,58,139.2383865236957,92.19862008034171,113.3030763028877,False
49,0.007763351875774819,118784,58,139.47327081002746,92.9842264250483,113.88070158390171,False
50,0.007732399056890401,118784,58,136.54352213210618,91.87467186387674,112.00397890711403,True
